,Unnamed: 0,description,imageurl,name,price,price_new
37,37,Chocolate Muffins with Santa Cap,https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/IMG/1608464627i-600x600.jpg,Santas Pick,699,699
38,38,Half Kg Dry Cherry Plum Cake,https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/IMG/1571237092IMG_3132-600x600.jpg,Dry Cherry Cake,649,649
39,39,"18 Mixed Roses (Red,Light Pink,Yellow,Orange) in Glass Vase with leaves",https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/02052019/IMG_8495-600x600.jpg,Vase Full Of Love ,899,899
40,40,Christmas Gift India,https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/010/exotic_red_punch-600x600.jpg,Exotic Red Punch,999,999
41,41,12 Red Roses with 2 Cadbury's DairyMilk Chocolate (25.3 gm) and Greeting Card,https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/010/29-09-2018/1540293277DSC_6220-600x600.jpg,Special Roses Combo,795,795
42,42,Christmas Greeting Card and Red Wine,https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/IMG/16085625661-600x600.jpg,Tippling Christmas,2699,2699
43,43,10 Red Roses with Teddy bear (6 inch) and 5 Dairy Milk (13.2 gm),https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/010/29-09-2018/1542090139DSC_6529-600x600.jpg,Cute Little Rosy Combo,795,795
44,44,One kg Heart Shape Photo Pineapple Cake for Couples,https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/010/29-09-2018/1542799162Anniversary_1-600x600.jpg,Hearti-liciously Yours,1699,1499
45,45,"Christmas Combo of Wine, Greeting Card and Dryfruits",https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/IMG/16085625262-600x600.jpg,All Winey Christmas,2999,2999
46,46,Half Kg Chocolate Cake for Christmas,https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/IMG/1576584228IMG_6-600x600.jpg,Christmas Chocolate Cake,649,649
47,47,One Red Kalanchoe Plant in White Plastic Pot,https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/IMG/15735579641-600x600.jpg,Kalanchoe Plant,599,599
48,48,12 Pink Roses in Pink Paper,https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/04thJan/pink-love-600x600.JPG,Pink Love,599,599
49,49, One Bouquet of 6 Red Roses and 5 Dairy Milk (13.2 gm) Chocolates ,https://d3cif2hu95s88v.cloudfront.net/live-site-2016/product-image/03042019/IMG_5894-600x600.jpg,Hue of Affection ,549,549
